t_s,regime,station,speed_mm_s,dist_mm,dist_lo_mm,dist_hi_mm,mm_past_prev_magnet,mm_before_next_magnet,hall_spread_counts,basis,verdict
1893.073,ordinary,,262.9,52.6,45.8,59.4,51.3,186.7,20,"prior marker interval 1198 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1894.166,ordinary,,276.3,55.3,48.1,62.4,50.6,200.3,22,"prior marker interval 1104 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1895.276,ordinary,,271.0,54.2,47.2,61.2,50.1,171.8,20,"prior marker interval 1107 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1896.287,ordinary,,289.5,57.9,50.4,65.4,51.2,181.2,19,"prior marker interval 1019 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1897.291,ordinary,,298.2,59.6,51.9,67.4,53.1,198.9,14,"prior marker interval 1006 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1898.339,ordinary,,287.9,57.6,50.1,65.1,52.1,206.4,21,"prior marker interval 1042 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1899.433,ordinary,,273.0,54.6,47.5,61.7,48.3,229.6,20,"prior marker interval 1099 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1900.667,ordinary,,246.3,49.3,42.9,55.7,47.5,212.8,19,"prior marker interval 1218 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1901.929,ordinary,,250.8,50.2,43.6,56.7,49.7,236.2,22,"prior marker interval 1256 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1903.273,ordinary,,246.5,49.3,42.9,55.7,49.8,241.5,22,"prior marker interval 1339 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1904.651,ordinary,,231.7,46.3,40.3,52.4,45.9,221.3,21,"prior marker interval 1381 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1906.002,ordinary,,232.1,46.4,40.4,52.5,45.5,214.3,15,"prior marker interval 1357 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1907.324,ordinary,,235.0,47.0,40.9,53.1,46.8,192.5,19,"prior marker interval 1319 ms over surveyed spacing 310 mm, +/-13%",clears p95 field
1908.534,ordinary,,246.9,49.4,43.0,55.8,47.2,200.2,22,"prior marker interval 1215 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1909.737,ordinary,,248.8,49.8,43.3,56.2,47.8,193.8,12,"prior marker interval 1206 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1910.908,ordinary,,256.6,51.3,44.7,58.0,49.3,184.3,22,"prior marker interval 1169 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1912.013,ordinary,,270.5,54.1,47.1,61.1,50.6,192.6,19,"prior marker interval 1109 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1913.112,ordinary,,272.7,54.5,47.5,61.6,51.0,190.4,20,"prior marker interval 1100 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1914.193,ordinary,,276.8,55.4,48.2,62.5,50.6,194.6,16,"prior marker interval 1084 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1915.277,ordinary,,276.0,55.2,48.0,62.4,50.0,199.3,13,"prior marker interval 1087 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1916.381,ordinary,,272.0,54.4,47.3,61.5,49.5,181.7,18,"prior marker interval 1103 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1917.426,ordinary,,285.4,57.1,49.7,64.5,50.5,194.7,13,"prior marker interval 1051 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1918.484,ordinary,,283.6,56.7,49.3,64.1,49.9,191.1,18,"prior marker interval 1058 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1919.539,ordinary,,285.4,57.1,49.7,64.5,51.7,187.3,17,"prior marker interval 1051 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1920.575,ordinary,,289.6,57.9,50.4,65.4,52.1,191.7,18,"prior marker interval 1036 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1921.618,ordinary,,287.9,57.6,50.1,65.1,52.1,204.7,20,"prior marker interval 1042 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1922.71,ordinary,,274.5,54.9,47.8,62.0,49.7,194.6,22,"prior marker interval 1093 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1923.804,ordinary,,275.7,55.1,48.0,62.3,51.0,206.5,22,"prior marker interval 1088 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1924.938,ordinary,,264.3,52.9,46.0,59.7,48.9,194.0,24,"prior marker interval 1135 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1926.058,ordinary,,268.1,53.6,46.6,60.6,49.9,188.7,19,"prior marker interval 1119 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1927.146,ordinary,,275.0,55.0,47.8,62.1,50.6,204.3,20,"prior marker interval 1091 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1928.274,ordinary,,266.4,53.3,46.4,60.2,49.3,208.9,15,"prior marker interval 1126 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1929.454,ordinary,,256.8,51.4,44.7,58.0,50.3,221.1,21,"prior marker interval 1168 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1930.723,ordinary,,238.5,47.7,41.5,53.9,49.6,240.9,17,"prior marker interval 1258 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1932.155,ordinary,,211.4,42.3,36.8,47.8,46.9,249.9,18,"prior marker interval 1419 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1933.772,ordinary,,186.8,37.4,32.5,42.2,43.9,298.9,18,"prior marker interval 1606 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1935.875,ordinary,,145.2,29.0,25.3,32.8,44.0,249.2,10,"prior marker interval 2031 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1938.094,ordinary,,144.0,28.8,25.1,32.5,43.6,305.7,18,"prior marker interval 2222 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1940.76,ordinary,,114.0,22.8,19.8,25.8,39.1,274.6,28,"prior marker interval 2631 ms over surveyed spacing 300 mm, +/-13%",clears typical field
1943.731,ordinary,,107.0,21.4,18.6,24.2,38.8,304.6,20,"prior marker interval 2945 ms over surveyed spacing 315 mm, +/-13%",clears typical field
1996.478,ordinary,,207.4,41.5,36.1,46.9,39.0,166.5,21,"prior marker interval 1519 ms over surveyed spacing 315 mm, +/-13%",clears typical field
1997.675,ordinary,,255.9,51.2,44.5,57.8,49.6,186.0,21,"prior marker interval 1192 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1998.766,ordinary,,266.2,53.2,46.3,60.2,43.7,195.4,18,"prior marker interval 1127 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1999.877,ordinary,,278.3,55.7,48.4,62.9,49.3,186.7,17,"prior marker interval 1096 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2000.915,ordinary,,285.7,57.1,49.7,64.6,47.7,191.7,20,"prior marker interval 1050 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2001.952,ordinary,,288.2,57.6,50.1,65.1,47.8,187.6,15,"prior marker interval 1041 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2002.962,ordinary,,290.9,58.2,50.6,65.7,46.3,181.5,18,"prior marker interval 1014 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2003.95,ordinary,,299.5,59.9,52.1,67.7,49.1,208.1,20,"prior marker interval 985 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2005.011,ordinary,,283.6,56.7,49.3,64.1,47.1,219.8,16,"prior marker interval 1058 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2006.169,ordinary,,264.3,52.9,46.0,59.7,48.4,224.7,18,"prior marker interval 1135 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2007.401,ordinary,,241.5,48.3,42.0,54.6,44.0,206.3,22,"prior marker interval 1242 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2008.629,ordinary,,242.7,48.5,42.2,54.9,42.2,186.2,19,"prior marker interval 1236 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2009.779,ordinary,,265.0,53.0,46.1,59.9,48.5,185.8,18,"prior marker interval 1132 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2010.858,ordinary,,276.2,55.2,48.1,62.4,49.2,182.0,20,"prior marker interval 1086 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2011.896,ordinary,,287.9,57.6,50.1,65.1,51.5,190.3,18,"prior marker interval 1042 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2012.935,ordinary,,293.0,58.6,51.0,66.2,52.2,198.4,19,"prior marker interval 1041 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2013.996,ordinary,,285.7,57.1,49.7,64.6,52.6,208.6,22,"prior marker interval 1050 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2015.119,ordinary,,269.8,54.0,46.9,61.0,52.1,219.1,18,"prior marker interval 1112 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2016.334,ordinary,,253.1,50.6,44.0,57.2,51.4,213.4,22,"prior marker interval 1205 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2017.575,ordinary,,239.8,48.0,41.7,54.2,47.5,209.4,18,"prior marker interval 1251 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2018.853,ordinary,,237.0,47.4,41.2,53.6,48.6,224.9,24,"prior marker interval 1266 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2020.21,ordinary,,243.2,48.6,42.3,55.0,50.6,211.8,19,"prior marker interval 1357 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2021.477,ordinary,,234.4,46.9,40.8,53.0,45.9,195.0,22,"prior marker interval 1280 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2022.706,ordinary,,246.5,49.3,42.9,55.7,48.6,189.6,23,"prior marker interval 1217 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2023.856,ordinary,,258.7,51.7,45.0,58.5,46.8,182.6,15,"prior marker interval 1179 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2024.939,ordinary,,276.2,55.2,48.1,62.4,48.9,195.9,19,"prior marker interval 1086 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2026.032,ordinary,,278.0,55.6,48.4,62.8,51.2,199.6,22,"prior marker interval 1079 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2027.141,ordinary,,270.0,54.0,47.0,61.0,51.6,210.6,23,"prior marker interval 1111 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2028.327,ordinary,,257.3,51.5,44.8,58.1,53.0,216.9,23,"prior marker interval 1166 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2029.57,ordinary,,239.6,47.9,41.7,54.2,47.9,207.3,18,"prior marker interval 1252 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2030.832,ordinary,,236.4,47.3,41.1,53.4,46.6,198.1,21,"prior marker interval 1269 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2032.059,ordinary,,243.7,48.7,42.4,55.1,46.1,204.5,17,"prior marker interval 1231 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2033.301,ordinary,,245.9,49.2,42.8,55.6,49.9,195.5,21,"prior marker interval 1220 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2034.48,ordinary,,248.8,49.8,43.3,56.2,45.8,215.4,19,"prior marker interval 1206 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2035.754,ordinary,,241.0,48.2,41.9,54.5,50.1,211.1,19,"prior marker interval 1245 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2037.026,ordinary,,232.7,46.5,40.5,52.6,45.6,216.9,20,"prior marker interval 1289 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2038.366,ordinary,,225.6,45.1,39.2,51.0,46.9,265.0,18,"prior marker interval 1330 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2039.972,ordinary,,190.0,38.0,33.1,42.9,43.9,186.4,6,"prior marker interval 1579 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2041.373,ordinary,,208.8,41.8,36.3,47.2,45.9,255.1,14,"prior marker interval 1413 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2043.014,ordinary,,182.7,36.5,31.8,41.3,40.0,254.5,18,"prior marker interval 1642 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2044.888,ordinary,,166.2,33.2,28.9,37.6,46.7,281.7,24,"prior marker interval 1805 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2049.399,ordinary,,126.7,25.3,22.1,28.6,35.6,240.3,23,"prior marker interval 2367 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
2051.78,ordinary,,127.5,25.5,22.2,28.8,36.3,329.3,24,"prior marker interval 2353 ms over surveyed spacing 300 mm, +/-13%",clears typical field
2100.226,ordinary,,169.7,33.9,29.5,38.3,35.0,169.2,20,"prior marker interval 1768 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
2101.629,ordinary,,228.4,45.7,39.7,51.6,47.1,225.2,20,"prior marker interval 1401 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2103.009,ordinary,,229.7,45.9,40.0,51.9,44.6,186.8,20,"prior marker interval 1393 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2104.21,ordinary,,248.3,49.7,43.2,56.1,46.7,184.8,22,"prior marker interval 1208 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2105.342,ordinary,,264.8,53.0,46.1,59.8,49.8,212.4,22,"prior marker interval 1133 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2106.535,ordinary,,252.1,50.4,43.9,57.0,48.2,199.7,14,"prior marker interval 1190 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2107.721,ordinary,,253.8,50.8,44.2,57.4,49.2,213.5,19,"prior marker interval 1182 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2108.958,ordinary,,242.7,48.5,42.2,54.9,47.6,201.9,20,"prior marker interval 1236 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2110.183,ordinary,,245.3,49.1,42.7,55.4,47.3,179.8,18,"prior marker interval 1223 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2111.3,ordinary,,266.0,53.2,46.3,60.1,48.9,184.8,23,"prior marker interval 1128 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2112.373,ordinary,,277.3,55.5,48.2,62.7,49.4,166.1,18,"prior marker interval 1082 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2113.358,ordinary,,307.4,61.5,53.5,69.5,57.2,198.6,22,"prior marker interval 976 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2114.397,ordinary,,290.7,58.1,50.6,65.7,56.1,190.1,16,"prior marker interval 1032 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2115.437,ordinary,,286.3,57.3,49.8,64.7,53.2,187.5,19,"prior marker interval 1048 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2116.482,ordinary,,288.5,57.7,50.2,65.2,54.8,192.7,21,"prior marker interval 1040 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2117.541,ordinary,,283.3,56.7,49.3,64.0,54.1,191.8,20,"prior marker interval 1059 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2118.611,ordinary,,262.7,52.5,45.7,59.4,50.7,206.7,20,"prior marker interval 1066 ms over surveyed spacing 280 mm, +/-13%",clears p95 field
2119.778,ordinary,,254.0,50.8,44.2,57.4,45.7,171.2,18,"prior marker interval 1181 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2120.834,ordinary,,284.4,56.9,49.5,64.3,51.8,226.4,20,"prior marker interval 1055 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2122.009,ordinary,,246.0,49.2,42.8,55.6,44.0,194.1,22,"prior marker interval 1179 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
2123.169,ordinary,,256.8,51.4,44.7,58.0,43.9,176.7,14,"prior marker interval 1168 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2124.228,ordinary,,284.4,56.9,49.5,64.3,48.6,196.5,18,"prior marker interval 1055 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2125.283,ordinary,,281.4,56.3,49.0,63.6,46.2,178.4,9,"prior marker interval 1066 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2126.29,ordinary,,301.2,60.2,52.4,68.1,52.1,207.8,19,"prior marker interval 996 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2127.355,ordinary,,282.2,56.4,49.1,63.8,49.4,199.2,23,"prior marker interval 1063 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2128.43,ordinary,,278.8,55.8,48.5,63.0,47.1,187.4,21,"prior marker interval 1076 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2129.467,ordinary,,286.0,57.2,49.8,64.6,47.2,201.6,23,"prior marker interval 1049 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2130.55,ordinary,,281.2,56.2,48.9,63.5,50.0,211.7,24,"prior marker interval 1067 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2131.683,ordinary,,265.3,53.1,46.2,59.9,47.7,192.8,17,"prior marker interval 1131 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2132.785,ordinary,,271.5,54.3,47.2,61.4,47.5,202.5,12,"prior marker interval 1105 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2133.909,ordinary,,267.6,53.5,46.6,60.5,47.6,203.7,21,"prior marker interval 1121 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2135.045,ordinary,,262.5,52.5,45.7,59.3,45.9,189.2,23,"prior marker interval 1143 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2136.143,ordinary,,274.0,54.8,47.7,61.9,48.5,220.5,17,"prior marker interval 1095 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2137.314,ordinary,,253.6,50.7,44.1,57.3,42.1,223.9,16,"prior marker interval 1183 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2138.588,ordinary,,245.2,49.0,42.7,55.4,46.8,206.9,24,"prior marker interval 1244 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2139.82,ordinary,,243.3,48.7,42.3,55.0,45.7,197.6,23,"prior marker interval 1233 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2141.016,ordinary,,254.0,50.8,44.2,57.4,46.7,206.0,21,"prior marker interval 1201 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2142.205,ordinary,,249.8,50.0,43.5,56.5,44.5,202.6,13,"prior marker interval 1201 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2143.406,ordinary,,248.1,49.6,43.2,56.1,47.1,254.6,19,"prior marker interval 1189 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2144.838,ordinary,,211.7,42.3,36.8,47.8,43.6,243.7,17,"prior marker interval 1417 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2146.404,ordinary,,192.6,38.5,33.5,43.5,41.4,285.4,19,"prior marker interval 1558 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2148.336,ordinary,,158.8,31.8,27.6,35.9,39.7,219.2,20,"prior marker interval 1889 ms over surveyed spacing 300 mm, +/-13%",clears typical field
2150.181,ordinary,,166.8,33.4,29.0,37.7,44.2,263.0,18,"prior marker interval 1828 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2152.213,ordinary,,145.4,29.1,25.3,32.9,37.2,251.6,30,"prior marker interval 2063 ms over surveyed spacing 300 mm, +/-13%",clears typical field
2154.447,ordinary,,137.8,27.6,24.0,31.1,41.9,269.0,21,"prior marker interval 2177 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2156.889,ordinary,,124.2,24.8,21.6,28.1,36.0,244.8,21,"prior marker interval 2456 ms over surveyed spacing 305 mm, +/-13%",clears typical field
2159.343,ordinary,,130.3,26.1,22.7,29.5,36.9,201.3,20,"prior marker interval 2455 ms over surveyed spacing 320 mm, +/-13%",clears typical field
2161.341,ordinary,,142.8,28.6,24.8,32.3,36.3,276.6,26,"prior marker interval 2031 ms over surveyed spacing 290 mm, +/-13%",clears typical field
2163.804,ramp:Bamboo_CW,Bamboo,85.4,17.1,16.5,17.8,27.8,266.8,24,observed leg 2 of the Bamboo_CW template (n=2 runs),INSIDE the typical field
2195.145,ordinary,,139.6,27.9,24.3,31.5,33.5,204.5,14,"prior marker interval 2185 ms over surveyed spacing 305 mm, +/-13%",INSIDE the typical field
2197.036,ordinary,,173.2,34.6,30.1,39.1,39.1,202.9,22,"prior marker interval 1905 ms over surveyed spacing 330 mm, +/-13%",clears typical field
2198.607,ordinary,,206.9,41.4,36.0,46.8,41.4,180.2,22,"prior marker interval 1595 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2199.862,ordinary,,251.8,50.4,43.8,56.9,46.3,197.1,15,"prior marker interval 1271 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2201.022,ordinary,,278.5,55.7,48.5,62.9,49.3,188.5,21,"prior marker interval 1167 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
2202.061,ordinary,,298.9,59.8,52.0,67.5,48.4,201.4,19,"prior marker interval 1054 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2203.098,ordinary,,343.0,68.6,59.7,77.5,55.9,192.4,20,"prior marker interval 1035 ms over surveyed spacing 355 mm, +/-13%",clears p95 field
2204.014,ordinary,,356.8,71.4,62.1,80.6,55.3,196.9,23,"prior marker interval 925 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2204.927,ordinary,,363.8,72.8,63.3,82.2,58.6,192.1,21,"prior marker interval 907 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2205.816,ordinary,,371.2,74.2,64.6,83.9,59.8,194.5,18,"prior marker interval 889 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2206.706,ordinary,,372.9,74.6,64.9,84.3,61.9,222.2,20,"prior marker interval 885 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2207.674,ordinary,,352.7,70.5,61.4,79.7,60.7,202.4,18,"prior marker interval 964 ms over surveyed spacing 340 mm, +/-13%",clears p95 field
2208.621,ordinary,,349.6,69.9,60.8,79.0,60.5,203.5,19,"prior marker interval 944 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2209.577,ordinary,,329.8,66.0,57.4,74.5,57.4,196.3,18,"prior marker interval 955 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2210.538,ordinary,,335.4,67.1,58.4,75.8,55.7,199.9,19,"prior marker interval 969 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
2211.508,ordinary,,343.4,68.7,59.8,77.6,59.8,198.5,22,"prior marker interval 961 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2212.448,ordinary,,330.5,66.1,57.5,74.7,53.5,178.8,19,"prior marker interval 953 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2213.354,ordinary,,332.2,66.4,57.8,75.1,54.8,155.8,16,"prior marker interval 903 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2214.18,ordinary,,359.7,71.9,62.6,81.3,56.5,162.9,18,"prior marker interval 834 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2214.991,ordinary,,364.2,72.8,63.4,82.3,57.5,167.9,16,"prior marker interval 810 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2215.807,ordinary,,366.3,73.3,63.7,82.8,56.8,161.5,20,"prior marker interval 819 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2216.593,ordinary,,364.8,73.0,63.5,82.4,52.9,159.8,15,"prior marker interval 795 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
2217.388,ordinary,,383.1,76.6,66.7,86.6,60.2,190.8,22,"prior marker interval 783 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2218.245,ordinary,,368.0,73.6,64.0,83.2,58.5,189.1,19,"prior marker interval 856 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2219.117,ordinary,,360.8,72.2,62.8,81.5,57.0,206.4,15,"prior marker interval 873 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2220.047,ordinary,,349.5,69.9,60.8,79.0,55.2,178.6,25,"prior marker interval 930 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
2220.917,ordinary,,356.7,71.3,62.1,80.6,56.7,162.3,20,"prior marker interval 869 ms over surveyed spacing 310 mm, +/-13%",clears p95 field
2221.732,ordinary,,368.1,73.6,64.0,83.2,58.9,149.8,24,"prior marker interval 815 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2222.5,ordinary,,391.6,78.3,68.1,88.5,63.1,163.3,18,"prior marker interval 766 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2223.275,ordinary,,411.3,82.3,71.6,93.0,65.0,188.0,16,"prior marker interval 778 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2224.085,ordinary,,386.5,77.3,67.3,87.3,59.1,165.0,20,"prior marker interval 815 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2224.868,ordinary,,403.8,80.8,70.3,91.3,63.0,152.2,14,"prior marker interval 780 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2225.594,ordinary,,416.1,83.2,72.4,94.0,62.0,165.6,18,"prior marker interval 733 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2226.343,ordinary,,401.6,80.3,69.9,90.8,60.6,133.3,18,"prior marker interval 747 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2227.022,ordinary,,431.9,86.4,75.2,97.6,63.5,141.2,18,"prior marker interval 683 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2227.695,ordinary,,445.1,89.0,77.4,100.6,65.0,166.5,16,"prior marker interval 674 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2228.418,ordinary,,416.7,83.3,72.5,94.2,62.1,167.5,15,"prior marker interval 720 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2229.169,ordinary,,398.9,79.8,69.4,90.2,59.4,191.9,16,"prior marker interval 752 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2230.006,ordinary,,361.9,72.4,63.0,81.8,56.5,193.6,9,"prior marker interval 829 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2230.905,ordinary,,353.5,70.7,61.5,79.9,58.0,212.8,22,"prior marker interval 891 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2231.87,ordinary,,341.6,68.3,59.4,77.2,55.7,223.4,20,"prior marker interval 966 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2232.888,ordinary,,314.7,62.9,54.7,71.1,51.6,206.4,22,"prior marker interval 1017 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2233.915,ordinary,,308.5,61.7,53.7,69.7,52.8,204.2,15,"prior marker interval 1021 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2234.953,ordinary,,300.4,60.1,52.3,67.9,52.9,188.3,13,"prior marker interval 1032 ms over surveyed spacing 310 mm, +/-13%",clears p95 field
2235.96,ordinary,,299.1,59.8,52.0,67.6,53.8,216.8,22,"prior marker interval 1003 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2237.07,ordinary,,271.2,54.2,47.2,61.3,50.2,218.6,22,"prior marker interval 1106 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2238.275,ordinary,,252.1,50.4,43.9,57.0,50.2,229.2,17,"prior marker interval 1190 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2239.597,ordinary,,229.4,45.9,39.9,51.8,48.9,268.8,17,"prior marker interval 1308 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2241.249,ordinary,,189.8,38.0,33.0,42.9,53.1,5651.8,19,"prior marker interval 1581 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
