t_s,regime,station,speed_mm_s,dist_mm,dist_lo_mm,dist_hi_mm,mm_past_prev_magnet,mm_before_next_magnet,hall_spread_counts,basis,verdict
663.92,ordinary,,276.8,55.4,48.2,62.5,51.2,204.2,20,"prior marker interval 1084 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
665.045,ordinary,,266.7,53.3,46.4,60.3,49.9,196.0,24,"prior marker interval 1125 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
666.166,ordinary,,267.4,53.5,46.5,60.4,49.7,191.4,24,"prior marker interval 1122 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
667.262,ordinary,,272.2,54.4,47.4,61.5,49.0,202.5,21,"prior marker interval 1102 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
668.392,ordinary,,267.6,53.5,46.6,60.5,49.8,199.4,15,"prior marker interval 1121 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
669.528,ordinary,,264.8,53.0,46.1,59.8,50.6,191.4,19,"prior marker interval 1133 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
670.638,ordinary,,269.5,53.9,46.9,60.9,50.4,204.3,21,"prior marker interval 1113 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
671.781,ordinary,,261.8,52.4,45.5,59.2,48.4,200.3,21,"prior marker interval 1146 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
672.933,ordinary,,260.9,52.2,45.4,59.0,48.8,230.1,20,"prior marker interval 1150 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
674.218,ordinary,,232.6,46.5,40.5,52.6,47.2,191.0,25,"prior marker interval 1268 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
675.442,ordinary,,261.0,52.2,45.4,59.0,53.0,251.1,21,"prior marker interval 1226 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
676.811,ordinary,,219.9,44.0,38.3,49.7,45.5,238.6,20,"prior marker interval 1364 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
678.312,ordinary,,211.0,42.2,36.7,47.7,45.6,256.8,21,"prior marker interval 1493 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
679.961,ordinary,,195.8,39.2,34.1,44.3,45.4,202.5,18,"prior marker interval 1634 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
681.429,ordinary,,214.9,43.0,37.4,48.6,50.3,261.1,21,"prior marker interval 1466 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
683.066,ordinary,,197.0,39.4,34.3,44.5,43.7,261.6,18,"prior marker interval 1650 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
684.815,ordinary,,180.0,36.0,31.3,40.7,39.8,205.9,23,"prior marker interval 1750 ms over surveyed spacing 315 mm, +/-13%",clears typical field
686.38,ordinary,,195.4,39.1,34.0,44.2,43.2,202.2,17,"prior marker interval 1561 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
687.81,ordinary,,204.9,41.0,35.7,46.3,40.0,212.5,22,"prior marker interval 1464 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
689.253,ordinary,,214.2,42.8,37.3,48.4,44.1,204.1,21,"prior marker interval 1424 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
690.596,ordinary,,220.4,44.1,38.4,49.8,41.9,209.0,18,"prior marker interval 1361 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
691.932,ordinary,,223.7,44.7,38.9,50.6,42.1,203.8,23,"prior marker interval 1341 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
693.224,ordinary,,227.3,45.5,39.5,51.4,41.1,199.1,22,"prior marker interval 1298 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
694.478,ordinary,,234.3,46.9,40.8,53.0,41.7,230.8,20,"prior marker interval 1259 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
695.859,ordinary,,220.6,44.1,38.4,49.9,43.2,242.9,16,"prior marker interval 1360 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
697.385,ordinary,,201.6,40.3,35.1,45.6,45.4,243.8,29,"prior marker interval 1488 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
699.0,ordinary,,182.0,36.4,31.7,41.1,37.5,221.4,21,"prior marker interval 1648 ms over surveyed spacing 300 mm, +/-13%",clears typical field
700.619,ordinary,,185.4,37.1,32.3,41.9,37.6,199.3,19,"prior marker interval 1618 ms over surveyed spacing 300 mm, +/-13%",clears typical field
702.11,ordinary,,203.4,40.7,35.4,46.0,43.9,200.3,19,"prior marker interval 1475 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
703.505,ordinary,,214.9,43.0,37.4,48.6,45.1,201.6,19,"prior marker interval 1396 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
704.849,ordinary,,221.4,44.3,38.5,50.0,45.6,209.0,8,"prior marker interval 1355 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
706.198,ordinary,,225.6,45.1,39.3,51.0,46.2,211.8,17,"prior marker interval 1352 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
707.547,ordinary,,224.9,45.0,39.1,50.8,47.2,211.8,23,"prior marker interval 1334 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
708.906,ordinary,,221.7,44.3,38.6,50.1,48.1,216.0,20,"prior marker interval 1353 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
710.295,ordinary,,219.1,43.8,38.1,49.5,47.1,202.5,20,"prior marker interval 1392 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
711.632,ordinary,,222.9,44.6,38.8,50.4,47.5,198.6,16,"prior marker interval 1346 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
712.925,ordinary,,231.3,46.3,40.2,52.3,46.7,211.4,22,"prior marker interval 1297 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
714.249,ordinary,,250.6,50.1,43.6,56.6,52.6,208.5,21,"prior marker interval 1317 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
715.476,ordinary,,240.6,48.1,41.9,54.4,46.9,194.1,19,"prior marker interval 1247 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
716.681,ordinary,,250.2,50.0,43.5,56.5,49.5,185.9,20,"prior marker interval 1199 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
717.806,ordinary,,266.1,53.2,46.3,60.1,48.4,181.8,23,"prior marker interval 1146 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
718.87,ordinary,,282.0,56.4,49.1,63.7,51.0,193.7,20,"prior marker interval 1064 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
719.937,ordinary,,283.3,56.7,49.3,64.0,51.0,197.2,20,"prior marker interval 1059 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
721.023,ordinary,,276.5,55.3,48.1,62.5,52.5,207.6,20,"prior marker interval 1085 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
722.169,ordinary,,264.3,52.9,46.0,59.7,51.5,212.5,12,"prior marker interval 1135 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
723.371,ordinary,,249.6,49.9,43.4,56.4,49.4,203.4,24,"prior marker interval 1202 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
724.568,ordinary,,246.5,49.3,42.9,55.7,44.9,196.2,24,"prior marker interval 1217 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
725.751,ordinary,,255.1,51.0,44.4,57.7,47.7,204.3,20,"prior marker interval 1176 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
726.952,ordinary,,253.8,50.8,44.2,57.4,50.8,190.6,18,"prior marker interval 1182 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
728.094,ordinary,,259.1,51.8,45.1,58.5,49.5,204.4,19,"prior marker interval 1158 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
729.273,ordinary,,255.8,51.2,44.5,57.8,48.6,182.6,22,"prior marker interval 1173 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
730.371,ordinary,,270.5,54.1,47.1,61.1,49.8,188.3,20,"prior marker interval 1109 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
731.44,ordinary,,277.5,55.5,48.3,62.7,48.0,197.6,21,"prior marker interval 1081 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
732.537,ordinary,,277.3,55.5,48.2,62.7,51.3,158.9,20,"prior marker interval 1082 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
733.477,ordinary,,307.6,61.5,53.5,69.5,51.4,195.0,19,"prior marker interval 959 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
734.474,ordinary,,298.8,59.8,52.0,67.5,48.7,199.6,18,"prior marker interval 1004 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
735.526,ordinary,,293.0,58.6,51.0,66.2,53.9,227.3,18,"prior marker interval 1024 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
736.678,ordinary,,258.0,51.6,44.9,58.3,45.4,211.8,17,"prior marker interval 1163 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
737.88,ordinary,,250.0,50.0,43.5,56.5,45.2,207.5,17,"prior marker interval 1200 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
739.088,ordinary,,251.0,50.2,43.7,56.7,44.7,218.4,19,"prior marker interval 1195 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
740.359,ordinary,,242.3,48.5,42.2,54.7,48.7,226.3,23,"prior marker interval 1259 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
741.695,ordinary,,224.7,44.9,39.1,50.8,45.4,240.0,22,"prior marker interval 1335 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
743.172,ordinary,,203.7,40.7,35.4,46.0,42.6,188.0,21,"prior marker interval 1473 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
744.498,ordinary,,240.8,48.2,41.9,54.4,48.9,222.2,20,"prior marker interval 1329 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
745.806,ordinary,,241.1,48.2,42.0,54.5,44.6,182.5,20,"prior marker interval 1327 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
746.941,ordinary,,262.0,52.4,45.6,59.2,46.6,185.5,18,"prior marker interval 1145 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
748.03,ordinary,,276.2,55.2,48.1,62.4,50.0,209.7,20,"prior marker interval 1086 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
749.167,ordinary,,262.9,52.6,45.7,59.4,46.8,196.9,19,"prior marker interval 1141 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
750.306,ordinary,,266.9,53.4,46.4,60.3,50.7,208.2,19,"prior marker interval 1124 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
751.481,ordinary,,256.2,51.2,44.6,57.9,50.0,198.5,20,"prior marker interval 1171 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
752.643,ordinary,,256.6,51.3,44.7,58.0,48.0,173.5,18,"prior marker interval 1169 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
753.698,ordinary,,282.5,56.5,49.2,63.8,50.6,189.5,19,"prior marker interval 1062 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
754.744,ordinary,,284.9,57.0,49.6,64.4,49.9,159.8,18,"prior marker interval 1053 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
755.681,ordinary,,320.9,64.2,55.8,72.5,56.5,195.7,15,"prior marker interval 935 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
756.674,ordinary,,304.6,60.9,53.0,68.8,55.7,185.5,21,"prior marker interval 985 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
757.672,ordinary,,301.8,60.4,52.5,68.2,57.0,189.8,19,"prior marker interval 994 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
758.682,ordinary,,294.4,58.9,51.2,66.5,53.3,182.2,17,"prior marker interval 1019 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
759.689,ordinary,,300.6,60.1,52.3,67.9,56.5,189.1,21,"prior marker interval 998 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
760.707,ordinary,,275.9,55.2,48.0,62.3,52.1,204.4,23,"prior marker interval 1015 ms over surveyed spacing 280 mm, +/-13%",clears p95 field
761.83,ordinary,,264.8,53.0,46.1,59.8,48.2,171.1,20,"prior marker interval 1133 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
762.856,ordinary,,291.8,58.4,50.8,66.0,52.5,221.2,19,"prior marker interval 1028 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
763.992,ordinary,,254.4,50.9,44.3,57.5,45.3,189.8,20,"prior marker interval 1140 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
765.101,ordinary,,267.1,53.4,46.5,60.4,43.5,176.0,21,"prior marker interval 1123 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
766.126,ordinary,,295.0,59.0,51.3,66.7,49.0,188.8,20,"prior marker interval 1017 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
767.126,ordinary,,297.3,59.5,51.7,67.2,47.6,173.6,20,"prior marker interval 1009 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
768.079,ordinary,,318.1,63.6,55.4,71.9,53.8,205.8,21,"prior marker interval 943 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
769.096,ordinary,,294.4,58.9,51.2,66.5,50.0,199.3,20,"prior marker interval 1019 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
770.144,ordinary,,288.2,57.6,50.1,65.1,49.3,183.3,20,"prior marker interval 1041 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
771.144,ordinary,,294.1,58.8,51.2,66.5,48.2,198.5,23,"prior marker interval 1020 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
772.194,ordinary,,291.3,58.3,50.7,65.8,51.0,208.8,26,"prior marker interval 1030 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
773.289,ordinary,,275.0,55.0,47.8,62.1,48.9,190.8,18,"prior marker interval 1091 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
774.354,ordinary,,279.9,56.0,48.7,63.2,47.9,200.7,21,"prior marker interval 1072 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
775.439,ordinary,,275.7,55.1,48.0,62.3,46.3,196.6,28,"prior marker interval 1088 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
776.518,ordinary,,276.5,55.3,48.1,62.5,45.9,190.0,20,"prior marker interval 1085 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
777.583,ordinary,,284.4,56.9,49.5,64.3,50.6,222.1,18,"prior marker interval 1055 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
778.727,ordinary,,260.0,52.0,45.2,58.8,42.4,222.0,19,"prior marker interval 1154 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
779.971,ordinary,,251.4,50.3,43.8,56.8,47.8,202.4,18,"prior marker interval 1213 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
781.167,ordinary,,251.0,50.2,43.7,56.7,47.9,196.1,20,"prior marker interval 1195 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
782.329,ordinary,,260.2,52.0,45.3,58.8,47.1,197.8,22,"prior marker interval 1172 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
783.455,ordinary,,261.6,52.3,45.5,59.1,43.4,178.4,17,"prior marker interval 1147 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
784.505,ordinary,,281.5,56.3,49.0,63.6,47.3,212.0,20,"prior marker interval 1048 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
785.636,ordinary,,267.6,53.5,46.6,60.5,47.6,197.2,21,"prior marker interval 1121 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
786.751,ordinary,,269.3,53.9,46.9,60.9,47.9,218.7,18,"prior marker interval 1114 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
787.95,ordinary,,253.4,50.7,44.1,57.3,47.4,165.2,20,"prior marker interval 1184 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
788.987,ordinary,,293.3,58.7,51.0,66.3,54.3,219.4,21,"prior marker interval 1040 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
790.111,ordinary,,263.6,52.7,45.9,59.6,46.4,206.4,22,"prior marker interval 1138 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
791.292,ordinary,,256.8,51.4,44.7,58.0,50.9,229.1,19,"prior marker interval 1168 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
792.575,ordinary,,237.7,47.5,41.4,53.7,45.4,217.0,10,"prior marker interval 1283 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
793.877,ordinary,,246.0,49.2,42.8,55.6,46.5,175.9,20,"prior marker interval 1301 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
794.973,ordinary,,262.4,52.5,45.7,59.3,47.5,219.4,18,"prior marker interval 1105 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
796.19,ordinary,,263.6,52.7,45.9,59.6,47.7,184.0,14,"prior marker interval 1214 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
797.276,ordinary,,277.5,55.5,48.3,62.7,52.2,260.3,20,"prior marker interval 1081 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
798.613,ordinary,,226.1,45.2,39.3,51.1,45.0,189.9,18,"prior marker interval 1327 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
799.842,ordinary,,246.2,49.2,42.8,55.6,46.5,258.2,16,"prior marker interval 1239 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
801.301,ordinary,,229.5,45.9,39.9,51.9,48.2,253.8,18,"prior marker interval 1438 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
802.81,ordinary,,217.8,43.6,37.9,49.2,44.2,216.3,22,"prior marker interval 1515 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
804.205,ordinary,,229.6,45.9,39.9,51.9,46.4,236.9,20,"prior marker interval 1394 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
805.645,ordinary,,226.3,45.3,39.4,51.1,47.1,229.7,20,"prior marker interval 1436 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
807.063,ordinary,,221.2,44.2,38.5,50.0,44.9,243.1,18,"prior marker interval 1424 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
808.57,ordinary,,237.0,47.4,41.2,53.6,49.3,228.0,21,"prior marker interval 1498 ms over surveyed spacing 355 mm, +/-13%",clears p95 field
809.921,ordinary,,240.7,48.1,41.9,54.4,45.5,233.7,22,"prior marker interval 1371 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
811.288,ordinary,,242.1,48.4,42.1,54.7,47.5,220.3,20,"prior marker interval 1363 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
812.596,ordinary,,252.9,50.6,44.0,57.1,50.1,231.4,20,"prior marker interval 1305 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
813.919,ordinary,,251.5,50.3,43.8,56.8,52.3,259.3,17,"prior marker interval 1312 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
815.365,ordinary,,235.8,47.2,41.0,53.3,50.7,236.7,22,"prior marker interval 1442 ms over surveyed spacing 340 mm, +/-13%",clears p95 field
816.789,ordinary,,232.9,46.6,40.5,52.6,51.2,240.6,17,"prior marker interval 1417 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
818.252,ordinary,,217.1,43.4,37.8,49.1,49.9,226.0,20,"prior marker interval 1451 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
819.703,ordinary,,220.5,44.1,38.4,49.8,46.3,231.7,21,"prior marker interval 1474 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
821.181,ordinary,,226.5,45.3,39.4,51.2,51.4,231.2,21,"prior marker interval 1457 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
822.601,ordinary,,216.8,43.4,37.7,49.0,43.1,207.3,17,"prior marker interval 1453 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
823.959,ordinary,,221.7,44.3,38.6,50.1,44.8,184.0,18,"prior marker interval 1353 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
825.192,ordinary,,243.5,48.7,42.4,55.0,49.4,197.2,16,"prior marker interval 1232 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
826.403,ordinary,,243.2,48.6,42.3,55.0,48.9,201.1,18,"prior marker interval 1213 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
827.625,ordinary,,244.3,48.9,42.5,55.2,47.6,195.9,18,"prior marker interval 1228 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
828.806,ordinary,,242.9,48.6,42.3,54.9,43.5,193.8,16,"prior marker interval 1194 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
830.0,ordinary,,254.9,51.0,44.4,57.6,50.0,223.3,22,"prior marker interval 1177 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
831.278,ordinary,,247.3,49.5,43.0,55.9,49.9,222.3,18,"prior marker interval 1274 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
832.564,ordinary,,241.9,48.4,42.1,54.7,45.2,242.4,21,"prior marker interval 1302 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
833.963,ordinary,,234.0,46.8,40.7,52.9,46.1,206.4,16,"prior marker interval 1389 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
